<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
ASB,D,20080212,000000,3.7947,3.7947,3.696,3.7686,3173,0
ASB,D,20080213,000000,3.7427,3.7427,3.7427,3.7427,385,0
ASB,D,20080214,000000,3.7947,3.7947,3.5868,3.7427,4455,0
ASB,D,20080215,000000,3.5868,3.7166,3.5868,3.7166,1924,0
ASB,D,20080218,000000,3.6388,3.7166,3.4309,3.7166,3230,0
ASB,D,20080219,000000,3.4568,3.6648,3.4568,3.6648,3866,0
ASB,D,20080220,000000,3.4828,3.6284,3.4309,3.6284,3348,0
ASB,D,20080221,000000,3.462,3.6284,3.4309,3.6232,110780,0
ASB,D,20080222,000000,3.4828,3.5868,3.4828,3.5868,1927,0
ASB,D,20080225,000000,3.6232,3.6232,3.4309,3.5868,65419,0
ASB,D,20080226,000000,3.5868,3.618,3.5868,3.618,2537,0
ASB,D,20080227,000000,3.5868,3.5973,3.5868,3.5868,21254,0
ASB,D,20080228,000000,3.5868,3.5868,3.4048,3.5763,12582,0
ASB,D,20080229,000000,3.6337,3.7166,3.5504,3.7062,25934,0
ASB,D,20080303,000000,3.6908,3.6908,3.6337,3.6388,12314,0
ASB,D,20080304,000000,3.6596,3.6596,3.5348,3.5868,11989,0
ASB,D,20080305,000000,3.5348,3.6908,3.5348,3.6908,44029,0
ASB,D,20080306,000000,3.7896,4.1585,3.6908,3.9767,17381,0
ASB,D,20080307,000000,3.6908,4.148,3.6908,4.0546,30232,0
ASB,D,20080310,000000,4.1066,4.2365,4.0546,4.2365,20604,0
ASB,D,20080311,000000,4.1585,4.3926,4.1585,4.3926,11644,0
ASB,D,20080312,000000,4.4185,4.5225,4.4185,4.5225,11618,0
ASB,D,20080313,000000,4.1742,4.4705,4.1742,4.4705,249,0
ASB,D,20080314,000000,4.2104,4.5486,4.2104,4.377,17323,0
ASB,D,20080317,000000,4.5743,4.5743,4.2365,4.2365,860,0
ASB,D,20080318,000000,4.5486,4.5486,4.1637,4.5225,6689,0
ASB,D,20080319,000000,4.3665,4.4653,4.3145,4.4653,2905,0
ASB,D,20080320,000000,4.2521,4.4653,4.0546,4.46,12300,0
ASB,D,20080325,000000,4.3145,4.5174,4.3145,4.4965,8699,0
ASB,D,20080326,000000,4.4705,4.5434,4.3665,4.3665,210936,0
ASB,D,20080327,000000,4.3718,4.5743,4.3718,4.5743,210550,0
ASB,D,20080328,000000,4.5743,4.616,4.4238,4.5743,4750,0
ASB,D,20080331,000000,4.5743,4.6061,4.4215,4.5743,2116,0
ASB,D,20080401,000000,4.5743,4.6784,4.4445,4.4705,9526,0
ASB,D,20080402,000000,4.4445,4.668,4.3718,4.668,1146,0
ASB,D,20080403,000000,4.6784,4.6784,4.6264,4.6264,1751,0
ASB,D,20080404,000000,4.5796,4.6628,4.5796,4.6628,406,0
ASB,D,20080407,000000,4.6576,4.6576,4.4289,4.4705,220154,0
ASB,D,20080408,000000,4.5225,4.5225,4.4705,4.4705,1004,0
ASB,D,20080409,000000,4.4185,4.4185,4.2729,4.2729,194585,0
ASB,D,20080410,000000,4.2365,4.3665,4.2365,4.3665,41126,0
ASB,D,20080411,000000,4.3352,4.46,4.1691,4.4185,30143,0
ASB,D,20080414,000000,4.2001,4.408,4.2001,4.408,201885,0
ASB,D,20080416,000000,4.2365,4.4028,4.2365,4.2365,1303,0
ASB,D,20080417,000000,4.1585,4.1585,4.1585,4.1585,2403,0
ASB,D,20080418,000000,3.8726,4.2313,3.8726,4.2313,7306,0
ASB,D,20080421,000000,4.3977,4.3977,4.1117,4.1325,842,0
ASB,D,20080422,000000,4.0025,4.1534,4.0025,4.1534,13306,0
ASB,D,20080425,000000,4.1429,4.1585,4.1429,4.1585,4565,0
ASB,D,20080428,000000,4.1585,4.1585,4.1585,4.1585,185,0
ASB,D,20080505,000000,4.1585,4.1637,4.1585,4.1637,1132,0
ASB,D,20080507,000000,4.1585,4.4185,4.1585,4.2677,248181,0
ASB,D,20080508,000000,4.2625,4.4185,4.2001,4.4185,11553,0
ASB,D,20080509,000000,4.4185,4.4185,4.2313,4.4185,416416,0
ASB,D,20080512,000000,4.5215,4.6113,4.432,4.6113,15095,0
ASB,D,20080513,000000,4.5743,4.5743,4.5743,4.5743,23,0
ASB,D,20080514,000000,4.5693,4.5693,4.3738,4.5163,2722,0
ASB,D,20080515,000000,4.2417,4.5174,4.2417,4.5174,385,0
ASB,D,20080516,000000,4.5743,4.5743,4.5743,4.5743,1924,0
ASB,D,20080519,000000,4.6166,4.6799,4.2419,4.6799,7743,0
ASB,D,20080520,000000,4.6745,4.6745,4.4478,4.5743,1678,0
ASB,D,20080521,000000,4.738,4.738,4.738,4.738,211,0
ASB,D,20080523,000000,4.5112,4.5112,4.3791,4.4847,68766,0
ASB,D,20080527,000000,4.4847,4.6853,4.3371,4.3371,407,0
ASB,D,20080528,000000,4.3371,4.6693,4.3371,4.6693,98815,0
ASB,D,20080529,000000,4.6431,4.6431,4.4055,4.6376,1723,0
ASB,D,20080530,000000,4.5903,4.6376,4.5903,4.6376,5802,0
ASB,D,20080602,000000,4.4162,4.6376,4.4162,4.6376,22491,0
ASB,D,20080603,000000,4.4584,4.6693,4.4584,4.6693,2822,0
ASB,D,20080605,000000,4.6166,4.6166,4.4847,4.4847,464,0
ASB,D,20080606,000000,4.3951,4.6799,4.3951,4.6799,1801,0
ASB,D,20080609,000000,4.4215,4.564,4.4215,4.564,5596,0
ASB,D,20080611,000000,4.4215,4.4215,4.4215,4.4215,341,0
ASB,D,20080612,000000,4.4215,4.5375,4.221,4.5375,10060,0
ASB,D,20080613,000000,4.564,4.564,4.564,4.564,1894,0
ASB,D,20080616,000000,4.2578,4.564,4.2578,4.564,394,0
ASB,D,20080620,000000,4.3528,4.4847,4.3528,4.4847,556,0
ASB,D,20080623,000000,4.564,4.564,4.564,4.564,5,0
ASB,D,20080630,000000,4.2737,4.564,4.2737,4.564,6080,0
