<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
TIM,D,20170622,000000,7.1434,7.2522,7.1434,7.2522,733,0
TIM,D,20170623,000000,7.2522,7.4988,7.2522,7.3176,1644,0
TIM,D,20170626,000000,7.3247,7.3247,7.2522,7.2885,1062,0
TIM,D,20170627,000000,7.2522,7.2885,7.2522,7.2885,2501,0
TIM,D,20170628,000000,7.2522,7.2522,7.2522,7.2522,691,0
TIM,D,20170629,000000,7.3538,7.3538,7.3538,7.3538,1,0
TIM,D,20170630,000000,7.3176,7.3176,7.3176,7.3176,6,0
TIM,D,20170703,000000,7.1144,7.3464,7.1144,7.3464,7551,0
TIM,D,20170704,000000,7.2522,7.3464,7.1216,7.3464,2759,0
TIM,D,20170705,000000,7.2522,7.2522,7.245,7.245,498,0
TIM,D,20170706,000000,7.245,7.245,7.245,7.245,1,0
TIM,D,20170707,000000,7.1289,7.245,7.1072,7.245,1800,0
TIM,D,20170710,000000,7.1797,7.2812,7.1072,7.245,3894,0
TIM,D,20170711,000000,7.2667,7.2667,7.1072,7.1072,1398,0
TIM,D,20170712,000000,7.245,7.245,6.962,6.962,4571,0
TIM,D,20170713,000000,7.0346,7.0346,7.0346,7.0346,1,0
TIM,D,20170714,000000,7.0346,7.0346,6.962,6.962,232,0
TIM,D,20170717,000000,6.9838,6.9838,6.962,6.962,141,0
TIM,D,20170718,000000,6.9548,6.9548,6.7156,6.7807,2803,0
TIM,D,20170719,000000,6.8243,7.0201,6.8243,7.0201,262,0
TIM,D,20170720,000000,6.8243,7.0927,6.8243,6.9984,4853,0
TIM,D,20170721,000000,6.9404,7.2522,6.5632,6.5632,18591,0
TIM,D,20170724,000000,7.1579,7.1579,6.1645,6.4546,19872,0
TIM,D,20170725,000000,6.4546,6.5632,6.4546,6.4546,2029,0
TIM,D,20170726,000000,6.3819,6.3819,6.0991,6.2876,13169,0
TIM,D,20170727,000000,6.2876,6.2876,5.8163,5.838,14574,0
TIM,D,20170728,000000,5.8018,5.8743,5.5551,5.8743,14965,0
TIM,D,20170731,000000,5.9251,6.1645,5.9251,6.1645,6678,0
TIM,D,20170801,000000,5.9685,6.1645,5.9105,6.1281,459,0
TIM,D,20170802,000000,6.1645,6.1645,5.9105,6.1355,363,0
TIM,D,20170803,000000,6.0556,6.0556,5.9105,5.9105,155,0
TIM,D,20170804,000000,6.0556,6.2369,6.0483,6.2225,11681,0
TIM,D,20170807,000000,6.2225,6.2296,6.0919,6.2296,1396,0
TIM,D,20170808,000000,6.2225,6.2296,6.0919,6.0919,7364,0
TIM,D,20170809,000000,6.1934,6.2078,6.0919,6.2078,14325,0
TIM,D,20170810,000000,5.9614,6.5632,5.9468,6.5632,26726,0
TIM,D,20170811,000000,6.5996,6.7446,6.527,6.5996,18894,0
TIM,D,20170814,000000,6.7807,6.7807,6.4326,6.5996,131,0
TIM,D,20170816,000000,6.5922,6.6648,6.4182,6.4835,19891,0
TIM,D,20170817,000000,6.4037,6.5922,6.3965,6.5632,6619,0
TIM,D,20170818,000000,6.556,6.5922,6.556,6.5777,2958,0
TIM,D,20170821,000000,6.7446,6.7663,6.3095,6.3095,13857,0
TIM,D,20170822,000000,6.5124,6.5124,6.2225,6.4907,3409,0
TIM,D,20170823,000000,6.7446,6.7446,6.44,6.4472,1616,0
TIM,D,20170824,000000,6.527,6.527,6.527,6.527,9652,0
TIM,D,20170825,000000,6.324,6.527,6.2369,6.2369,11913,0
TIM,D,20170828,000000,6.4835,6.4907,6.2225,6.3747,10020,0
TIM,D,20170829,000000,6.2152,6.4472,5.9395,6.3457,2295,0
TIM,D,20170830,000000,6.3457,6.4762,6.3457,6.4762,1932,0
TIM,D,20170831,000000,6.4762,6.7373,6.3675,6.5632,9888,0
TIM,D,20170901,000000,6.5632,6.7807,6.5632,6.7807,3536,0
TIM,D,20170904,000000,6.6067,7.0927,6.6067,7.0927,7338,0
TIM,D,20170905,000000,7.0927,7.1072,6.817,6.8896,15461,0
TIM,D,20170906,000000,7.0129,7.0129,6.6429,6.6429,4582,0
TIM,D,20170907,000000,6.8606,6.8606,6.8025,6.8025,596,0
TIM,D,20170908,000000,6.8388,6.8388,6.6429,6.6429,852,0
TIM,D,20170911,000000,6.7807,6.7807,6.672,6.7663,181,0
TIM,D,20170912,000000,6.7084,6.7373,6.1862,6.1862,2491,0
TIM,D,20170913,000000,6.2659,6.4907,6.2586,6.2659,4309,0
TIM,D,20170914,000000,6.1571,6.4255,5.9614,5.9614,14803,0
TIM,D,20170915,000000,5.9468,5.9685,5.6712,5.9685,4252,0
TIM,D,20170918,000000,5.9685,5.9685,5.6567,5.6567,3937,0
TIM,D,20170919,000000,5.3739,5.4391,5.3594,5.3594,20227,0
TIM,D,20170920,000000,5.4391,5.7147,5.4391,5.6567,10980,0
TIM,D,20170921,000000,5.7292,6.0701,5.7292,5.8018,15194,0
TIM,D,20170922,000000,6.0049,6.0049,5.7365,5.8887,1883,0
TIM,D,20170925,000000,5.809,5.809,5.5408,5.5408,6829,0
TIM,D,20170926,000000,5.461,5.8018,5.461,5.5117,3277,0
TIM,D,20170927,000000,5.6422,5.6422,5.4029,5.4029,5889,0
TIM,D,20170928,000000,5.4174,5.8743,5.4174,5.8743,8986,0
TIM,D,20170929,000000,5.8743,5.9831,5.5117,5.9831,9978,0
TIM,D,20171002,000000,5.9395,5.9468,5.9395,5.9468,965,0
TIM,D,20171003,000000,5.9468,5.9468,5.7365,5.7655,2601,0
TIM,D,20171004,000000,5.9395,5.9395,5.7582,5.7582,5178,0
TIM,D,20171005,000000,5.7582,5.7582,5.7582,5.7582,63,0
TIM,D,20171006,000000,5.8018,5.9251,5.7728,5.9251,3137,0
TIM,D,20171009,000000,5.9178,5.9251,5.6277,5.9033,6307,0
TIM,D,20171010,000000,5.9251,5.9251,5.5479,5.5479,3697,0
TIM,D,20171011,000000,5.6422,5.7873,5.5117,5.5117,9579,0
TIM,D,20171012,000000,5.7437,5.9251,5.7002,5.9251,1861,0
TIM,D,20171013,000000,5.8308,5.9251,5.8308,5.9178,7943,0
TIM,D,20171016,000000,5.9178,5.9178,5.9178,5.9178,306,0
TIM,D,20171017,000000,5.9178,5.9178,5.693,5.8235,4161,0
TIM,D,20171018,000000,5.8235,5.8235,5.8235,5.8235,1201,0
TIM,D,20171019,000000,5.8308,5.8308,5.3014,5.3014,13993,0
TIM,D,20171020,000000,5.3014,5.5986,5.294,5.294,13926,0
TIM,D,20171023,000000,5.294,5.3449,5.1419,5.1563,7840,0
TIM,D,20171024,000000,5.3158,5.3158,5.1129,5.1129,4610,0
TIM,D,20171025,000000,5.1129,5.207,4.8445,5.1273,36993,0
TIM,D,20171026,000000,5.0838,5.2579,4.7211,5.1999,351503,0
TIM,D,20171027,000000,5.1999,5.3521,5.091,5.2869,4566,0
TIM,D,20171030,000000,5.3666,5.3666,5.3666,5.3666,2764,0
TIM,D,20171031,000000,5.3666,5.3666,5.3014,5.3666,4176,0
TIM,D,20171102,000000,5.3666,5.4537,5.2796,5.3666,46949,0
TIM,D,20171103,000000,5.3158,5.5334,5.2724,5.3303,10419,0
TIM,D,20171106,000000,5.1999,5.4464,5.1999,5.1999,7556,0
TIM,D,20171107,000000,5.3376,5.3376,5.1853,5.1853,4963,0
TIM,D,20171108,000000,5.1853,5.2506,5.1491,5.1491,4790,0
TIM,D,20171109,000000,5.1999,5.1999,5.1926,5.1926,69,0
TIM,D,20171110,000000,5.0765,5.0765,4.8662,5.033,15669,0
TIM,D,20171113,000000,5.004,5.0186,4.8445,5.0186,4044,0
TIM,D,20171114,000000,4.9749,4.9749,4.9749,4.9749,730,0
TIM,D,20171115,000000,5.004,5.004,4.7139,4.7139,13739,0
TIM,D,20171116,000000,4.9459,4.9459,4.7211,4.8373,5556,0
